"filename", "language", "TypeScript", "TypeScript JSX", "CSS", "SVG", "comment", "blank", "total"
"c:\Users\User\Desktop\navigation-categories-page\src\pages\Seminars\Seminars.tsx", "TypeScript JSX", 0, 4, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\arrow-right.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\banners.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\brands.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\categories.svg", "SVG", 0, 0, 0, 6, 0, 10, 16
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\cities.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\clear.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\codes.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\delete.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\dropdown.svg", "SVG", 0, 0, 0, 3, 0, 2, 5
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\edit.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\en-arrow-right.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\link.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\no-image.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\orders.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\password.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\products.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\protocols.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\remove.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\remove_bnt.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\search.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\seminars.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\trash.svg", "SVG", 0, 0, 0, 3, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\public\assets\images\users.svg", "SVG", 0, 0, 0, 6, 0, 0, 6
"c:\Users\User\Desktop\navigation-categories-page\src\react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 1, 1, 2
"c:\Users\User\Desktop\navigation-categories-page\src\reportWebVitals.ts", "TypeScript", 13, 0, 0, 0, 0, 3, 16
"c:\Users\User\Desktop\navigation-categories-page\src\setupTests.ts", "TypeScript", 1, 0, 0, 0, 4, 1, 6
"c:\Users\User\Desktop\navigation-categories-page\src\shared\constants\list-items.tsx", "TypeScript JSX", 0, 93, 0, 0, 0, 2, 95
"c:\Users\User\Desktop\navigation-categories-page\src\shared\constants\select-values.ts", "TypeScript", 15, 0, 0, 0, 0, 2, 17
"c:\Users\User\Desktop\navigation-categories-page\src\shared\constants\table-data.ts", "TypeScript", 51, 0, 0, 0, 0, 2, 53
"c:\Users\User\Desktop\navigation-categories-page\src\shared\constants\table-row-item.ts", "TypeScript", 10, 0, 0, 0, 0, 1, 11
"c:\Users\User\Desktop\navigation-categories-page\src\shared\interfaces\IClientsShape.ts", "TypeScript", 5, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\navigation-categories-page\src\shared\interfaces\IListItem.ts", "TypeScript", 8, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\navigation-categories-page\src\shared\interfaces\IProduct.ts", "TypeScript", 17, 0, 0, 0, 0, 2, 19
"c:\Users\User\Desktop\navigation-categories-page\src\shared\interfaces\ISelectValues.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\navigation-categories-page\src\shared\interfaces\Itable-row-items.ts", "TypeScript", 8, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\navigation-categories-page\src\shared\interfaces\Iuser.ts", "TypeScript", 9, 0, 0, 0, 0, 2, 11
"c:\Users\User\Desktop\navigation-categories-page\src\shared\shape\product-additive.ts", "TypeScript", 62, 0, 0, 0, 0, 1, 63
"c:\Users\User\Desktop\navigation-categories-page\src\shared\shape\shape-of-clients.ts", "TypeScript", 5, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\navigation-categories-page\src\shared\shape\shape-of-products.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\navigation-categories-page\src\shared\types\IFeature.ts", "TypeScript", 1, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\navigation-categories-page\src\shared\types\IHeadTable.ts", "TypeScript", 1, 0, 0, 0, 0, 1, 2
"c:\Users\User\Desktop\navigation-categories-page\src\shared\types\TCatalogProduct.ts", "TypeScript", 3, 0, 0, 0, 0, 1, 4
"c:\Users\User\Desktop\navigation-categories-page\src\shared\types\TCategory.ts", "TypeScript", 5, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\navigation-categories-page\src\shared\types\TSubCategory.ts", "TypeScript", 7, 0, 0, 0, 0, 2, 9
"c:\Users\User\Desktop\navigation-categories-page\src\shared\types\TTag.ts", "TypeScript", 4, 0, 0, 0, 0, 1, 5
"Total", "-", 25192, 1704, 971, 100, 27, 697, 28691
